Fasta headers	Hypo 42	Hypo 42	Hypo 42	Hypo 45	Hypo 45	Hypo 45	Hypo CH	Hypo CH	Hypo CH	Hypo W3
tr|A0A1S6GWH9|A0A1S6GWH9_MOUSE Nuclear cap-binding protein subunit 2 OS=Mus musculus PE=2 SV=1;tr|A0A1S6GWH8|A0A1S6GWH8_MOUSE Nuclear cap-binding protein subunit 2 OS=Mus musculus PE=2 SV=1;sp|Q9CQ49|NCBP2_MOUSE Nuclear cap-binding protein subunit 2 OS=Mus	1813900	1701500	1752800	1934200	2208200	1901100	2713000	1627300	2075700	910220
tr|A2VCP7|A2VCP7_MOUSE Psmf1 protein (Fragment) OS=Mus musculus GN=Psmf1 PE=2 SV=1;tr|A2AU35|A2AU35_MOUSE Proteasome (Prosome, macropain) inhibitor subunit 1 OS=Mus musculus GN=Psmf1 PE=1 SV=1;tr|A0A1S6GWI1|A0A1S6GWI1_MOUSE Uncharacterized protein OS=Mus m	946410	948940	905350	978440	1261600	1025100	1440000	848920	1070100	550370
tr|Q8R3P3|Q8R3P3_MOUSE 1810006K21Rik protein OS=Mus musculus GN=Tmem258 PE=2 SV=1;tr|Q60FD1|Q60FD1_MOUSE MCG1963, isoform CRA_b OS=Mus musculus GN=Tmem258 PE=2 SV=1;tr|A0A1S6GWI2|A0A1S6GWI2_MOUSE Uncharacterized protein OS=Mus musculus PE=2 SV=1;sp|P61166|	985590	923880	958410	1012900	1578400	1074700	1433900	896950	1121500	579490
tr|Q3TIJ4|Q3TIJ4_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Rtca PE=2 SV=1;tr|A0A1S6GWI5|A0A1S6GWI5_MOUSE Uncharacterized protein OS=Mus musculus PE=2 SV=1;sp|Q9D7H3|RTCA_MOUSE RNA 3-terminal phosphate cyclase OS=Mus musculus GN=RtcA PE=1 S	1069100	1103400	1035900	1025900	1014700	1118900	1682300	1078500	1286500	607420
tr|F6VT90|F6VT90_MOUSE Williams Beuren syndrome chromosome region 22 (Fragment) OS=Mus musculus GN=Wbscr22 PE=1 SV=1;tr|Q9CV98|Q9CV98_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Wbscr22 PE=2 SV=1;tr|Q9D1L3|Q9D1L3_MOUSE Putative unc	1113600	1051900	1140100	1148700	1999700	1188200	1483600	922270	1158600	706390
tr|Q6PEM5|Q6PEM5_MOUSE Lrpap1 protein (Fragment) OS=Mus musculus GN=Lrpap1 PE=2 SV=1;tr|Q5D0B0|Q5D0B0_MOUSE Lrpap1 protein (Fragment) OS=Mus musculus GN=Lrpap1 PE=2 SV=1;tr|Q6ZY49|Q6ZY49_MOUSE Low density lipoprotein receptor-associated protein 1 OS=Mus mu	1044900	948450	1099700	1234700	735760	1163100	1428100	917680	1116500	522890
tr|Q3UAC4|Q3UAC4_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ddx41 PE=2 SV=1;tr|Q3TI21|Q3TI21_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ddx41 PE=2 SV=1;tr|A0A1S6GWJ4|A0A1S6GWJ4_MOUSE DEAD (Asp-Glu-Ala-Asp) box polypeptide 41 O	1476700	1139600	1260000	1375700	2273100	1502000	1892700	1096200	1370700	498690
tr|Q5CZY5|Q5CZY5_MOUSE Cnot2 protein OS=Mus musculus GN=Cnot2 PE=2 SV=1;tr|E9Q027|E9Q027_MOUSE CCR4-NOT transcription complex subunit 2 OS=Mus musculus GN=Cnot2 PE=1 SV=1;tr|Q3TIJ0|Q3TIJ0_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Cnot2 PE=2	686200	677390	624080	628710	701110	726920	1094000	683790	785000	351610
sp|E9Q3L2|PI4KA_MOUSE Phosphatidylinositol 4-kinase alpha OS=Mus musculus GN=Pi4ka PE=1 SV=2;tr|A0A1S6GWJ7|A0A1S6GWJ7_MOUSE Uncharacterized protein OS=Mus musculus PE=2 SV=1;tr|A0A140T8I9|A0A140T8I9_MOUSE Phosphatidylinositol 4-kinase alpha OS=Mus musculus	286230	305380	276920	267030	242530	282730	449410	284200	333060	123030
tr|Q8K239|Q8K239_MOUSE Tsfm protein (Fragment) OS=Mus musculus GN=Tsfm PE=2 SV=1;tr|A0A1S6GWJ9|A0A1S6GWJ9_MOUSE Elongation factor Ts, mitochondrial OS=Mus musculus GN=Tsfm PE=2 SV=1;sp|Q9CZR8|EFTS_MOUSE Elongation factor Ts, mitochondrial OS=Mus musculus G	1489300	1470500	1323600	1298400	1463700	1479300	2021000	1222300	1476500	699650
tr|Q8BMP9|Q8BMP9_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Stt3a PE=2 SV=1;tr|Q5U412|Q5U412_MOUSE STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae) OS=Mus musculus GN=Stt3a PE=2 SV=1;tr|Q3UA28|Q3UA28_MOUSE Pu	2247200	2293600	2212800	2328600	3357500	2523200	3683500	2299400	2707100	1209100
tr|A0A1S6GWK5|A0A1S6GWK5_MOUSE Uncharacterized protein OS=Mus musculus PE=2 SV=1;sp|P58501|PAXB1_MOUSE PAX3- and PAX7-binding protein 1 OS=Mus musculus GN=Paxbp1 PE=1 SV=3;tr|F6YY19|F6YY19_MOUSE PAX3- and PAX7-binding protein 1 (Fragment) OS=Mus musculus G	1109400	1049300	1105000	1042400	1181300	1221200	1515100	963290	1184400	630050
tr|Q9JIH4|Q9JIH4_MOUSE NFATz2 OS=Mus musculus GN=Nfat5 PE=2 SV=1;tr|Q8VHJ6|Q8VHJ6_MOUSE Nuclear factor of activated T-cells 5 OS=Mus musculus GN=Nfat5 PE=2 SV=1;tr|A0A1U6URG8|A0A1U6URG8_MOUSE Nuclear factor of-activated T-cells 5 OS=Mus musculus GN=Nfat5 P	715030	712450	711070	672930	452270	716550	1124300	600920	801990	272070
tr|A0A1W2P6U5|A0A1W2P6U5_MOUSE MOB kinase activator 3A (Fragment) OS=Mus musculus GN=Mob3a PE=1 SV=1;tr|A0A1W2P6E4|A0A1W2P6E4_MOUSE MOB kinase activator 3A (Fragment) OS=Mus musculus GN=Mob3a PE=1 SV=1;sp|Q8BSU7|MOB3A_MOUSE MOB kinase activator 3A OS=Mus m	148270	167170	146920	153860	129620	161190	241100	152110	179650	71239
tr|A0A1W2P6F0|A0A1W2P6F0_MOUSE Beta-1,4 N-acetylgalactosaminyltransferase 1 OS=Mus musculus GN=B4galnt1 PE=1 SV=1;tr|Q8VDF0|Q8VDF0_MOUSE B4galnt1 protein OS=Mus musculus GN=B4galnt1 PE=2 SV=1;tr|Q3UN35|Q3UN35_MOUSE Beta-1,4 N-acetylgalactosaminyltransferas	1498700	1554900	1457900	1431500	2145500	1573800	2495000	1555000	1840500	875430
tr|A0A1W2P6G9|A0A1W2P6G9_MOUSE Small G protein-signaling modulator 3 OS=Mus musculus GN=Sgsm3 PE=1 SV=1;sp|Q8VCZ6|SGSM3_MOUSE Small G protein signaling modulator 3 OS=Mus musculus GN=Sgsm3 PE=1 SV=1;tr|F6VZH1|F6VZH1_MOUSE Small G protein-signaling modulato	891390	837780	866160	949560	1552700	931790	1255100	718110	933620	421300
tr|A0A1W2P6K9|A0A1W2P6K9_MOUSE Sphingosine-1-phosphate phosphatase 1 OS=Mus musculus GN=Sgpp1 PE=1 SV=1;tr|Q3UDY2|Q3UDY2_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Sgpp1 PE=1 SV=1;sp|Q9JI99|SGPP1_MOUSE Sphingosine-1-phosphate phosphatase 1 O	792020	1106500	960050	1324900	963750	926630	1267400	701480	1200700	850230
tr|A0A1W2P6L1|A0A1W2P6L1_MOUSE Glutathione S-transferase theta-2 OS=Mus musculus GN=Gstt2 PE=1 SV=1;tr|A0A1W2P7J9|A0A1W2P7J9_MOUSE Glutathione S-transferase theta-2 (Fragment) OS=Mus musculus GN=Gstt2 PE=1 SV=1;sp|Q61133|GSTT2_MOUSE Glutathione S-transfera	899030	938990	810460	758940	1047200	892690	1469000	937810	998480	460900
tr|A0A1W2P6X3|A0A1W2P6X3_MOUSE Formin-like protein 1 OS=Mus musculus GN=Fmnl1 PE=1 SV=1;sp|Q9JL26|FMNL1_MOUSE Formin-like protein 1 OS=Mus musculus GN=Fmnl1 PE=1 SV=1	775000	812810	814430	850530	861320	894030	1054600	667260	825100	455460
tr|A0A1W2P712|A0A1W2P712_MOUSE Ral GTPase-activating protein subunit alpha-1 OS=Mus musculus GN=Ralgapa1 PE=1 SV=1;sp|Q6GYP7|RGPA1_MOUSE Ral GTPase-activating protein subunit alpha-1 OS=Mus musculus GN=Ralgapa1 PE=1 SV=1;sp|Q6GYP7-2|RGPA1_MOUSE Isoform 2 o	1865400	1884700	1737600	1664900	2502600	1800300	2907100	1821000	2161200	1001900
tr|A0A1W2P727|A0A1W2P727_MOUSE Acetolactate synthase-like protein OS=Mus musculus GN=Ilvbl PE=1 SV=1;tr|A0A1W2P8E1|A0A1W2P8E1_MOUSE Acetolactate synthase-like protein OS=Mus musculus GN=Ilvbl PE=1 SV=1;sp|Q8BU33|ILVBL_MOUSE Acetolactate synthase-like prote	930470	955050	889670	930280	1177400	947840	1451500	905350	1087900	493340
tr|A0A1W2P750|A0A1W2P750_MOUSE Protein phosphatase 1 regulatory subunit 12A (Fragment) OS=Mus musculus GN=Ppp1r12a PE=1 SV=1	615530	614220	601220	587710	609520	670390	956700	589540	704490	339820
tr|A1L0U3|A1L0U3_MOUSE Histone H3 (Fragment) OS=Mus musculus GN=Hist1h3e PE=2 SV=1;tr|B9EI85|B9EI85_MOUSE Histone H3 OS=Mus musculus GN=Hist2h3b PE=2 SV=1;tr|A0A1W2P768|A0A1W2P768_MOUSE Histone H3.2 OS=Mus musculus GN=Hist2h3c1 PE=1 SV=1;sp|P84228|H32_MOUS	969210	1035100	965340	1013500	837240	1084700	1559500	967200	1185400	474470
tr|A0A1W2P772|A0A1W2P772_MOUSE Plasma membrane calcium-transporting ATPase 1 (Fragment) OS=Mus musculus GN=Atp2b1 PE=1 SV=1	1026700	913430	943500	939850	923560	1078200	1461800	914290	1055700	512700
tr|Q544T7|Q544T7_MOUSE alpha-1,2-Mannosidase OS=Mus musculus GN=Man1a PE=1 SV=1;tr|A0A1W2P788|A0A1W2P788_MOUSE alpha-1,2-Mannosidase (Fragment) OS=Mus musculus GN=Man1a PE=1 SV=1;sp|P45700|MA1A1_MOUSE Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA OS=Mu	262630	247430	247590	270750	181590	275280	360830	227430	282500	116820
tr|A0A1W2P796|A0A1W2P796_MOUSE Potassium voltage-gated channel subfamily C member 2 OS=Mus musculus GN=Kcnc2 PE=1 SV=1;tr|E9QLW0|E9QLW0_MOUSE Potassium voltage gated channel, Shaw-related subfamily, member 2, isoform CRA_a OS=Mus musculus GN=Kcnc2 PE=1 SV=	952650	820270	895220	1058700	751460	1059600	1228700	616860	988670	528710
tr|A0A1W2P7C1|A0A1W2P7C1_MOUSE Nuclear receptor coactivator 1 (Fragment) OS=Mus musculus GN=Ncoa1 PE=1 SV=1;sp|P70365-4|NCOA1_MOUSE Isoform 4 of Nuclear receptor coactivator 1 OS=Mus musculus GN=Ncoa1;sp|P70365-2|NCOA1_MOUSE Isoform 2 of Nuclear receptor c	533650	558020	475510	492850	461590	524260	763270	470920	553230	253350
tr|A0A1W2P8C2|A0A1W2P8C2_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus GN=4930430F08Rik PE=1 SV=1;tr|A0A1W2P7E2|A0A1W2P7E2_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus GN=4930430F08Rik PE=1 SV=1;sp|Q8BHN7-2|CL029_MOUSE Isoform 2 of U	1258900	1410900	1209800	1224300	1985400	1333100	2077500	1330800	1597100	798750
tr|A0A1W2P7G5|A0A1W2P7G5_MOUSE Uncharacterized protein OS=Mus musculus GN=Coq10a PE=1 SV=1;tr|A0A1W2P7J1|A0A1W2P7J1_MOUSE Uncharacterized protein OS=Mus musculus GN=Coq10a PE=1 SV=1;tr|E9Q3H6|E9Q3H6_MOUSE Coenzyme Q10A OS=Mus musculus GN=Coq10a PE=1 SV=1	1851700	1717300	1568400	1731700	1490900	1870500	2508500	1621400	1814200	996400
tr|A0A1W2P7K6|A0A1W2P7K6_MOUSE RAB3A interacting protein, isoform CRA_b OS=Mus musculus GN=Rab3ip PE=1 SV=1;sp|Q68EF0|RAB3I_MOUSE Rab-3A-interacting protein OS=Mus musculus GN=Rab3ip PE=1 SV=1	885180	960780	885730	898920	1043200	961340	1436700	904800	1135400	519350
tr|A0A1W2P7Q0|A0A1W2P7Q0_MOUSE Transmembrane protein 19 (Fragment) OS=Mus musculus GN=Tmem19 PE=1 SV=1;tr|A0A1W2P7R5|A0A1W2P7R5_MOUSE Transmembrane protein 19 OS=Mus musculus GN=Tmem19 PE=1 SV=1;tr|A0A1W2P7P6|A0A1W2P7P6_MOUSE Transmembrane protein 19 OS=Mu	2026900	2154800	2084400	2465300	2606900	2206000	2929000	1760600	2365700	1402800
tr|A0A1W2P7Q6|A0A1W2P7Q6_MOUSE Exportin-T OS=Mus musculus GN=Xpot PE=1 SV=1;sp|Q9CRT8|XPOT_MOUSE Exportin-T OS=Mus musculus GN=Xpot PE=1 SV=3	844550	858110	756590	762250	850600	848350	1338600	822140	923420	443390
tr|A0A1W2P7X0|A0A1W2P7X0_MOUSE Costars family protein ABRACL (Fragment) OS=Mus musculus GN=Abracl PE=1 SV=1;tr|E9QMV2|E9QMV2_MOUSE Costars family protein ABRACL OS=Mus musculus GN=Abracl PE=1 SV=1;tr|C6EQJ5|C6EQJ5_MOUSE ASL1/3110003A17Rik fusion protein OS	883230	888910	794540	777030	605480	913980	1477500	932800	1080100	439470
tr|B2RRF0|B2RRF0_MOUSE Ptprk protein OS=Mus musculus GN=Ptprk PE=1 SV=1;tr|A0A1W2P7Y1|A0A1W2P7Y1_MOUSE Receptor-type tyrosine-protein phosphatase kappa OS=Mus musculus GN=Ptprk PE=1 SV=1;sp|P35822|PTPRK_MOUSE Receptor-type tyrosine-protein phosphatase kapp	1085100	1257300	1079600	1181000	1711400	1163800	1813800	1192600	1471300	697010
tr|B7ZNA3|B7ZNA3_MOUSE Garnl1 protein OS=Mus musculus GN=Ralgapa1 PE=2 SV=1;tr|A0A1W2P832|A0A1W2P832_MOUSE Ral GTPase-activating protein subunit alpha-1 OS=Mus musculus GN=Ralgapa1 PE=1 SV=1	1051100	1057700	1026000	1119700	1159100	1230200	1666000	1041800	1269800	605810
tr|Q6QMT3|Q6QMT3_MOUSE CSRP2 (Fragment) OS=Mus musculus PE=4 SV=1;tr|Q9D1M8|Q9D1M8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Csrp2 PE=2 SV=1;tr|Q71V27|Q71V27_MOUSE Smooth muscle LIM protein OS=Mus musculus GN=Csrp2 PE=2 SV=1;tr|A0A1W2P845|A	495110	506210	480980	473230	499260	527560	893080	535800	658350	237960
tr|A0A1W2P863|A0A1W2P863_MOUSE Neurofibromin (Fragment) OS=Mus musculus GN=Nf1 PE=1 SV=1	607010	584030	618570	669950	1011500	684010	858990	527850	659280	373660
tr|A0A1W2P872|A0A1W2P872_MOUSE Uncharacterized protein OS=Mus musculus GN=Nova2 PE=1 SV=1;tr|D3YVV7|D3YVV7_MOUSE Neuro-oncological ventral antigen 2 OS=Mus musculus GN=Nova2 PE=1 SV=3	268830	272150	243130	238430	240610	283670	403860	252390	287540	120110
tr|A0A1W2P880|A0A1W2P880_MOUSE WD repeat and coiled-coil-containing protein (Fragment) OS=Mus musculus GN=Wdcp PE=4 SV=1;sp|Q6NV72-2|WDCP_MOUSE Isoform 2 of WD repeat and coiled-coil-containing protein OS=Mus musculus GN=Wdcp;sp|Q6NV72|WDCP_MOUSE WD repeat	2834100	2749200	2857100	3240700	2637400	3297000	4103800	2001800	3163300	1549500
tr|A0A1W2P8A8|A0A1W2P8A8_MOUSE Receptor expression-enhancing protein OS=Mus musculus GN=Reep3 PE=1 SV=1;sp|Q99KK1|REEP3_MOUSE Receptor expression-enhancing protein 3 OS=Mus musculus GN=Reep3 PE=1 SV=1	945960	916220	944940	1047200	941870	1037600	1353100	831130	1053800	469930
tr|A0A1W2P8C6|A0A1W2P8C6_MOUSE Tetraspanin (Fragment) OS=Mus musculus GN=Cd63 PE=1 SV=1;tr|Q549D0|Q549D0_MOUSE Tetraspanin OS=Mus musculus GN=Cd63 PE=1 SV=1;tr|Q3UC80|Q3UC80_MOUSE Tetraspanin OS=Mus musculus GN=Cd63 PE=2 SV=1;tr|Q8BT06|Q8BT06_MOUSE Tetrasp	613290	536600	539010	538200	449210	625390	905510	593350	641870	255270
tr|A0A1W2P8G3|A0A1W2P8G3_MOUSE Periodic tryptophan protein 1 homolog (Fragment) OS=Mus musculus GN=Pwp1 PE=1 SV=1;tr|Q8BW04|Q8BW04_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Pwp1 PE=2 SV=1;sp|Q99LL5|PWP1_MOUSE Periodic tryptophan protein 1 h	1330600	1362400	1301700	1392700	1265500	1423600	2060700	1308500	1633600	737390
tr|D3Z4T6|D3Z4T6_MOUSE Neuronal growth regulator 1 OS=Mus musculus GN=Negr1 PE=1 SV=1;tr|A0A4W9|A0A4W9_MOUSE Neuronal growth regulator 1 OS=Mus musculus GN=Negr1 PE=1 SV=1;sp|Q80Z24|NEGR1_MOUSE Neuronal growth regulator 1 OS=Mus musculus GN=Negr1 PE=1 SV=1	415590	371310	396550	402340	319940	441250	615240	362530	439860	192120
tr|A0AUN0|A0AUN0_MOUSE Sec23ip protein (Fragment) OS=Mus musculus GN=Sec23ip PE=2 SV=1;tr|Q4G0C0|Q4G0C0_MOUSE Sec23 interacting protein OS=Mus musculus GN=Sec23ip PE=2 SV=1;tr|G3X928|G3X928_MOUSE SEC23-interacting protein OS=Mus musculus GN=Sec23ip PE=1 SV	622700	583260	634250	597340	531670	642150	982000	586140	731480	353950
tr|A0ELI5|A0ELI5_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Edc3 PE=1 SV=1;sp|Q8K2D3|EDC3_MOUSE Enhancer of mRNA-decapping protein 3 OS=Mus musculus GN=Edc3 PE=1 SV=1	1084300	1055300	979450	1012100	995110	1116600	1631700	1023900	1184100	578550
tr|F6YAR3|F6YAR3_MOUSE Transducin beta-like protein 3 (Fragment) OS=Mus musculus GN=Tbl3 PE=1 SV=1;tr|A0JLN6|A0JLN6_MOUSE Tbl3 protein (Fragment) OS=Mus musculus GN=Tbl3 PE=2 SV=1;tr|Q8CE86|Q8CE86_MOUSE Putative uncharacterized protein OS=Mus musculus GN=T	1657600	1631400	1533000	1662800	1656900	1666300	2512700	1514900	1846500	809510
tr|B0QZU2|B0QZU2_MOUSE PRELI domain-containing protein 3B OS=Mus musculus GN=Prelid3b PE=1 SV=1;tr|A0JLN8|A0JLN8_MOUSE Slmo2 protein (Fragment) OS=Mus musculus GN=Prelid3b PE=2 SV=1;sp|Q9CYY7|PLD3B_MOUSE PRELI domain containing protein 3B OS=Mus musculus G	705020	722110	623610	596920	469540	707090	1065600	650090	738270	289060
tr|Q8BNM3|Q8BNM3_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Pcid2 PE=2 SV=1;tr|A0JLQ7|A0JLQ7_MOUSE Pcid2 protein (Fragment) OS=Mus musculus GN=Pcid2 PE=2 SV=1;sp|Q8BFV2|PCID2_MOUSE PCI domain-containing protein 2 OS=Mus musculus GN=Pcid2 PE=	465870	475810	416060	446450	417400	501390	690960	448920	532040	246310
tr|A0JNU2|A0JNU2_MOUSE Slc16a7 protein OS=Mus musculus GN=Slc16a7 PE=2 SV=1;tr|Q4FK61|Q4FK61_MOUSE Slc16a7 protein OS=Mus musculus GN=Slc16a7 PE=2 SV=1;tr|Q149G4|Q149G4_MOUSE Slc16a7 protein OS=Mus musculus GN=Slc16a7 PE=2 SV=1;tr|Q149G3|Q149G3_MOUSE Slc16	895450	727220	715660	906970	1257700	950160	972960	605130	816520	566790
tr|A0JNY3|A0JNY3_MOUSE Gephyrin OS=Mus musculus GN=Gphn PE=1 SV=1;sp|Q8BUV3|GEPH_MOUSE Gephyrin OS=Mus musculus GN=Gphn PE=1 SV=2	1051100	1136800	1201500	1141100	1106200	1158000	1742800	1116200	1344500	561620
tr|A0JNY7|A0JNY7_MOUSE Eukaryotic translation initiation factor 4, gamma 2 OS=Mus musculus GN=Eif4g2 PE=2 SV=1;tr|G3XA17|G3XA17_MOUSE Eukaryotic translation initiation factor 4 gamma 2 OS=Mus musculus GN=Eif4g2 PE=1 SV=1;sp|Q62448|IF4G2_MOUSE Eukaryotic tr	764000	803230	788860	784950	1385900	781880	1183900	710970	862670	382020
tr|A0MNP4|A0MNP4_MOUSE CDW13/WDR61 OS=Mus musculus GN=Wdr61 PE=1 SV=1;sp|Q9ERF3|WDR61_MOUSE WD repeat-containing protein 61 OS=Mus musculus GN=Wdr61 PE=1 SV=1;tr|Q8BVQ0|Q8BVQ0_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Wdr61 PE=1 SV=1;tr|D6R	732540	712690	644400	616700	696870	757760	1116000	680960	771110	320280
tr|A0PJ18|A0PJ18_MOUSE Interleukin-18 OS=Mus musculus GN=Il18 PE=2 SV=1;tr|Q80SS8|Q80SS8_MOUSE Interleukin 18 OS=Mus musculus GN=Il18 PE=2 SV=1;tr|Q6USQ6|Q6USQ6_MOUSE Interleukin 18 OS=Mus musculus GN=Il18 PE=2 SV=1;tr|Q2PMY2|Q2PMY2_MOUSE Interleukin 18 OS	870440	880850	793850	788460	698440	905780	1309600	786850	969800	413190
tr|J3KMQ6|J3KMQ6_MOUSE RIKEN cDNA 5730455P16 gene OS=Mus musculus GN=5730455P16Rik PE=1 SV=1;tr|A0PJK9|A0PJK9_MOUSE Uncharacterized protein OS=Mus musculus GN=5730455P16Rik PE=2 SV=1;sp|Q9CYI0|NJMU_MOUSE Protein Njmu-R1 OS=Mus musculus PE=1 SV=2;tr|Q3TUY5|	1040600	1049300	993360	1009500	1286600	1108100	1635200	1016100	1215000	547090
tr|A0PJL3|A0PJL3_MOUSE Sarm1 protein (Fragment) OS=Mus musculus GN=Sarm1 PE=2 SV=1;sp|Q6PDS3|SARM1_MOUSE Sterile alpha and TIR motif-containing protein 1 OS=Mus musculus GN=Sarm1 PE=1 SV=1;sp|Q6PDS3-3|SARM1_MOUSE Isoform 3 of Sterile alpha and TIR motif-co	795150	833080	773850	784940	989300	831250	1326400	851510	1018800	441370
tr|Q497V8|Q497V8_MOUSE 2310061I04Rik protein OS=Mus musculus GN=2310061I04Rik PE=2 SV=1;tr|B8JJ66|B8JJ66_MOUSE MCG141136, isoform CRA_a OS=Mus musculus GN=2310061I04Rik PE=1 SV=1;tr|A0PJN6|A0PJN6_MOUSE 2310061I04Rik protein (Fragment) OS=Mus musculus GN=23	1278000	1294600	1203000	1203600	1329800	1310400	2020100	1236300	1513500	696650
tr|A1L146|A1L146_MOUSE Lzts1 protein (Fragment) OS=Mus musculus GN=Lzts1 PE=2 SV=1;tr|A0PJT4|A0PJT4_MOUSE Leucine zipper, putative tumor suppressor 1 OS=Mus musculus GN=Lzts1 PE=2 SV=1;sp|P60853|LZTS1_MOUSE Leucine zipper putative tumor suppressor 1 OS=Mus	382380	374730	361670	387570	290080	388340	538450	330080	424340	174240
tr|A0PK78|A0PK78_MOUSE Coiled-coil domain containing 25 OS=Mus musculus GN=Ccdc25 PE=1 SV=1;sp|Q78PG9|CCD25_MOUSE Coiled-coil domain-containing protein 25 OS=Mus musculus GN=Ccdc25 PE=1 SV=1	1319200	1320900	1288600	1426800	1475800	1432000	2001500	1270500	1598000	792380
tr|A2A8Y5|A2A8Y5_MOUSE Organic solute carrier 1 (Fragment) OS=Mus musculus GN=Oscp1 PE=1 SV=1;tr|A0ZV96|A0ZV96_MOUSE Organic solute carrier protein 1 isoform OS=Mus musculus GN=Oscp1 PE=2 SV=1;sp|Q8BHW2|OSCP1_MOUSE Protein OSCP1 OS=Mus musculus GN=Oscp1 PE	698360	693350	685920	845870	377230	756090	1010100	623720	806540	379100
tr|E9QAE3|E9QAE3_MOUSE B-TFIID TATA-box-binding protein-associated factor 1 OS=Mus musculus GN=Btaf1 PE=1 SV=1;tr|A0ZVB6|A0ZVB6_MOUSE TBP-associated factor 170 OS=Mus musculus GN=Btaf1 PE=2 SV=1	1230900	1152600	1095900	1075700	1135600	1272200	1915400	1163800	1319700	645230
tr|A1A4T2|A1A4T2_MOUSE Alpha glucosidase 2 alpha neutral subunit OS=Mus musculus GN=Ganab PE=2 SV=1;sp|Q8BHN3-2|GANAB_MOUSE Isoform 2 of Neutral alpha-glucosidase AB OS=Mus musculus GN=Ganab;tr|Q3UE86|Q3UE86_MOUSE Putative uncharacterized protein (Fragment	518150	537410	537720	597450	544010	594470	740100	472000	601280	280540
tr|Q8K2C4|Q8K2C4_MOUSE Pwp2 protein (Fragment) OS=Mus musculus GN=Pwp2 PE=2 SV=1;tr|A1A596|A1A596_MOUSE Pwp2 protein OS=Mus musculus GN=Pwp2 PE=2 SV=1;tr|Q8R538|Q8R538_MOUSE WD-repeat protein p103 OS=Mus musculus GN=Pwp2 PE=2 SV=1;tr|Q2M1K2|Q2M1K2_MOUSE MC	772880	832630	769960	817900	659500	860610	1271700	754100	947210	430410
tr|S4R2S6|S4R2S6_MOUSE TBC1 domain family member 25 OS=Mus musculus GN=Tbc1d25 PE=1 SV=1;tr|A2BD48|A2BD48_MOUSE Tbc1d25 protein (Fragment) OS=Mus musculus GN=Tbc1d25 PE=2 SV=1;tr|A2VCT6|A2VCT6_MOUSE Tbc1d25 protein (Fragment) OS=Mus musculus GN=Tbc1d25 PE=	1124900	1171800	1141000	1188900	1122300	1197700	1718800	1053700	1370000	675290
tr|A1BN54|A1BN54_MOUSE Alpha actinin 1a OS=Mus musculus GN=Actn1 PE=1 SV=1	690130	689600	664470	704870	585490	746290	1050000	629200	766540	361390
tr|A1E281|A1E281_MOUSE Beta-actin (Fragment) OS=Mus musculus GN=Actb PE=2 SV=1;tr|E9Q606|E9Q606_MOUSE Actin, cytoplasmic 1 (Fragment) OS=Mus musculus GN=Actb PE=1 SV=1	1719300	1752100	1668200	1744900	1571600	1890500	2640400	1714400	2064200	882110
tr|A1E285|A1E285_MOUSE Succinyl-CoA:3-ketoacid CoA transferase (Fragment) OS=Mus musculus GN=Oxct1 PE=2 SV=1	1060200	1054600	1028300	1081400	1046100	1132800	1562700	994370	1152800	538840
tr|A1E2H8|A1E2H8_MOUSE Ionized calcium binding adapter molecule 1 (Fragment) OS=Mus musculus GN=Aif1 PE=2 SV=1;tr|Q9EQW9|Q9EQW9_MOUSE Ionized calcium binding adapter molecule 1 OS=Mus musculus GN=iba1 PE=4 SV=1;tr|Q4FJL9|Q4FJL9_MOUSE Aif1 protein OS=Mus mu	866590	860170	778440	815630	949230	896290	1199200	803470	928570	441010
tr|Q5EBK8|Q5EBK8_MOUSE Dynlt1 protein OS=Mus musculus GN=Dynlt1 PE=2 SV=1;tr|Q9DAS3|Q9DAS3_MOUSE Putative uncharacterized protein OS=Mus musculus PE=2 SV=1;tr|A1E5T5|A1E5T5_MOUSE Tctex-1 OS=Mus musculus PE=2 SV=1;sp|P51807|DYLT1_MOUSE Dynein light chain Tc	1489600	1509400	1366100	1447100	1697600	1500900	2251700	1372600	1788300	847900
