Fasta headers	Hippo 42	Hippo 42	Hippo 42	Hippo 45	Hippo 45	Hippo 45	Hippo CH	Hippo CH	Hippo CH	Hippo W3
sp|Q9EPK7|XPO7_MOUSE Exportin-7 OS=Mus musculus GN=Xpo7 PE=1 SV=3;tr|E9PUW7|E9PUW7_MOUSE Exportin-7 OS=Mus musculus GN=Xpo7 PE=1 SV=1;sp|Q9EPK7-2|XPO7_MOUSE Isoform 2 of Exportin-7 OS=Mus musculus GN=Xpo7	1142400	1216000	1208000	1177600	1329600	1002500	902690	1308200	1037900	489070
tr|E9PZ43|E9PZ43_MOUSE Microtubule-associated protein OS=Mus musculus GN=Map4 PE=1 SV=3;tr|A0A0G2JDN7|A0A0G2JDN7_MOUSE Microtubule-associated protein OS=Mus musculus GN=Map4 PE=1 SV=1;sp|P27546-4|MAP4_MOUSE Isoform 4 of Microtubule-associated protein 4 OS=	1153500	1104100	1110900	1238200	1341200	929390	1279800	1062300	1100000	525300
"sp|Q8BKZ9|ODPX_MOUSE Pyruvate dehydrogenase protein X component, mitochondrial OS=Mus musculus GN=Pdhx PE=1 SV=1"	1051500	989420	1073000	1308800	1177900	1017300	1096600	1012900	1014700	567710
sp|P46471|PRS7_MOUSE 26S proteasome regulatory subunit 7 OS=Mus musculus GN=Psmc2 PE=1 SV=5;tr|Q8BVQ9|Q8BVQ9_MOUSE 26S protease regulatory subunit 7 OS=Mus musculus GN=Psmc2 PE=1 SV=1;tr|Q3UIH5|Q3UIH5_MOUSE Putative uncharacterized protein OS=Mus musculus 	1181500	1111100	1170500	1208800	1219200	1071900	918310	1152300	1014500	607680
"sp|Q99LC5|ETFA_MOUSE Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus GN=Etfa PE=1 SV=2"	952950	891040	1075700	1298900	1161000	1037300	1143700	941480	955540	368710
tr|Q3U6D7|Q3U6D7_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Syngr1 PE=2 SV=1;sp|O55100-2|SNG1_MOUSE Isoform 1B of Synaptogyrin-1 OS=Mus musculus GN=Syngr1;sp|O55100|SNG1_MOUSE Synaptogyrin-1 OS=Mus musculus GN=Syngr1 PE=1 SV=2	1014100	1011800	1158400	1243900	1216800	1027600	973340	1080400	990160	874980
sp|Q9R1V6-14|ADA22_MOUSE Isoform 12 of Disintegrin and metalloproteinase domain-containing protein 22 OS=Mus musculus GN=Adam22;sp|Q9R1V6-11|ADA22_MOUSE Isoform 9 of Disintegrin and metalloproteinase domain-containing protein 22 OS=Mus musculus GN=Adam22;t	1128700	1020200	1112200	1284800	1216400	982390	1045700	1125000	1062000	508700
sp|Q91V61-2|SFXN3_MOUSE Isoform 2 of Sideroflexin-3 OS=Mus musculus GN=Sfxn3;sp|Q91V61|SFXN3_MOUSE Sideroflexin-3 OS=Mus musculus GN=Sfxn3 PE=1 SV=1;tr|Q3U4F0|Q3U4F0_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Sfxn3 PE=1 SV=1	1130800	1161300	1257700	1215200	1275300	990230	967580	1216000	1110600	1138700
sp|A2A5R2|BIG2_MOUSE Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Mus musculus GN=Arfgef2 PE=1 SV=1;tr|Q3U5C3|Q3U5C3_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Arfgef2 PE=2 SV=1	1199900	1264900	1228500	1153900	1310700	1007900	883860	1277800	1047100	658740
tr|E9PYI8|E9PYI8_MOUSE Ubiquitin carboxyl-terminal hydrolase 14 OS=Mus musculus GN=Usp14 PE=1 SV=1;sp|Q9JMA1|UBP14_MOUSE Ubiquitin carboxyl-terminal hydrolase 14 OS=Mus musculus GN=Usp14 PE=1 SV=3;tr|Q80UN0|Q80UN0_MOUSE Ubiquitin specific peptidase 14 OS=M	1196800	1214400	1232100	1175200	1228900	1064300	905030	1216800	1024900	932470
sp|Q8BVQ5|PPME1_MOUSE Protein phosphatase methylesterase 1 OS=Mus musculus GN=Ppme1 PE=1 SV=5	1163600	1173600	1182000	1155900	1275100	1037200	910590	1223900	1043300	478680
sp|P84244|H33_MOUSE Histone H3.3 OS=Mus musculus GN=H3f3a PE=1 SV=2;sp|P02301|H3C_MOUSE Histone H3.3C OS=Mus musculus GN=H3f3c PE=3 SV=3;tr|F8WI35|F8WI35_MOUSE Histone H3 OS=Mus musculus GN=H3f3a PE=1 SV=1;tr|E0CZ27|E0CZ27_MOUSE Histone H3 (Fragment) OS=Mu	1170100	1586900	942590	1007400	1452900	1004700	773100	1285800	1237500	1641200
tr|Q5M9P3|Q5M9P3_MOUSE Rps19 protein (Fragment) OS=Mus musculus GN=Rps19 PE=2 SV=1;sp|Q9CZX8|RS19_MOUSE 40S ribosomal protein S19 OS=Mus musculus GN=Rps19 PE=1 SV=3;tr|D3YUT3|D3YUT3_MOUSE 40S ribosomal protein S19 (Fragment) OS=Mus musculus GN=Rps19 PE=1 S	1127200	1226900	1121800	1126900	1314000	1015900	892420	1166900	1086300	500920
tr|Q4VBX4|Q4VBX4_MOUSE MCG127675 OS=Mus musculus GN=Ube2v2 PE=2 SV=1;sp|Q9D2M8|UB2V2_MOUSE Ubiquitin-conjugating enzyme E2 variant 2 OS=Mus musculus GN=Ube2v2 PE=1 SV=4;sp|Q9D2M8-2|UB2V2_MOUSE Isoform 2 of Ubiquitin-conjugating enzyme E2 variant 2 OS=Mus m	1143800	967590	1093400	1299400	1162900	988240	1022400	1093500	1068900	868600
sp|Q8CC88|VWA8_MOUSE von Willebrand factor A domain-containing protein 8 OS=Mus musculus GN=Vwa8 PE=1 SV=2;sp|Q8CC88-2|VWA8_MOUSE Isoform 2 of von Willebrand factor A domain-containing protein 8 OS=Mus musculus GN=Vwa8	1161200	1192200	1230500	1185700	1250900	1009400	916220	1145200	991140	732390
sp|Q8BGH2|SAM50_MOUSE Sorting and assembly machinery component 50 homolog OS=Mus musculus GN=Samm50 PE=1 SV=1	1215500	1222400	1222400	1147400	1250700	1046000	875740	1230700	1035700	580000
sp|P51830|ADCY9_MOUSE Adenylate cyclase type 9 OS=Mus musculus GN=Adcy9 PE=1 SV=1;tr|E9Q706|E9Q706_MOUSE Adenylate cyclase type 9 OS=Mus musculus GN=Adcy9 PE=1 SV=1	1160900	1184900	1182200	1191800	1280900	968040	930360	1194600	1053900	584960
tr|Q2UZW7|Q2UZW7_MOUSE Microtubule-associated protein OS=Mus musculus GN=Mapre3 PE=1 SV=1;sp|Q6PER3|MARE3_MOUSE Microtubule-associated protein RP/EB family member 3 OS=Mus musculus GN=Mapre3 PE=1 SV=1	1091600	1041500	1134000	1203100	1233100	995560	1052200	1125200	1058500	694240
tr|Q3TPY5|Q3TPY5_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Abi1 PE=2 SV=1;tr|Q3TMI0|Q3TMI0_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Abi1 PE=2 SV=1;tr|B7ZCU4|B7ZCU4_MOUSE Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=1;tr	966410	1009300	1032700	1357500	1148900	924730	1185800	939620	889280	1090500
tr|B2RUC7|B2RUC7_MOUSE Serine/threonine kinase receptor associated protein OS=Mus musculus GN=Strap PE=1 SV=1;sp|Q9Z1Z2|STRAP_MOUSE Serine-threonine kinase receptor-associated protein OS=Mus musculus GN=Strap PE=1 SV=2	1049800	1055700	1160600	1220100	1223500	987310	1026000	1100200	1002700	480980
tr|Q3UPK6|Q3UPK6_MOUSE Proteasome subunit alpha type OS=Mus musculus GN=Psma5 PE=1 SV=1;tr|Q3TUX3|Q3TUX3_MOUSE Proteasome subunit alpha type OS=Mus musculus GN=Psma5 PE=2 SV=1;tr|Q3TUI9|Q3TUI9_MOUSE Proteasome subunit alpha type OS=Mus musculus GN=Psma5 PE	959330	989410	1044500	1318800	1165100	943320	1074900	956040	920210	431490
tr|A0A087WQF8|A0A087WQF8_MOUSE Kinectin OS=Mus musculus GN=Ktn1 PE=1 SV=1;tr|A0A087WS04|A0A087WS04_MOUSE Kinectin OS=Mus musculus GN=Ktn1 PE=1 SV=1;tr|A0A087WS29|A0A087WS29_MOUSE Kinectin OS=Mus musculus GN=Ktn1 PE=1 SV=1;tr|A0A087WQG4|A0A087WQG4_MOUSE Kin	1026700	983590	1144200	1220700	1204200	997500	976320	1045200	950920	377950
tr|E9PUJ6|E9PUJ6_MOUSE E3 ubiquitin-protein ligase MYCBP2 OS=Mus musculus GN=Mycbp2 PE=1 SV=1;sp|Q7TPH6-2|MYCB2_MOUSE Isoform 2 of E3 ubiquitin-protein ligase MYCBP2 OS=Mus musculus GN=Mycbp2;sp|Q7TPH6|MYCB2_MOUSE E3 ubiquitin-protein ligase MYCBP2 OS=Mus 	1179800	1212900	1160600	1139700	1266400	1004500	950660	1686900	1421700	682670
tr|Q3UCH0|Q3UCH0_MOUSE 60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=1 SV=1;sp|P47911|RL6_MOUSE 60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=1 SV=3;tr|Q3UFI4|Q3UFI4_MOUSE 60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=2 SV=1	1318800	1207000	1179300	1129500	1211500	1068400	799780	1256400	1024800	610220
tr|H7BWZ3|H7BWZ3_MOUSE Actin-related protein 2/3 complex subunit 3 OS=Mus musculus GN=Arpc3 PE=1 SV=1;sp|Q9JM76|ARPC3_MOUSE Actin-related protein 2/3 complex subunit 3 OS=Mus musculus GN=Arpc3 PE=1 SV=3;tr|D3Z2F7|D3Z2F7_MOUSE Actin-related protein 2/3 comp	1297700	1138300	1100900	1165100	1213300	1025500	865630	1197200	1013900	808560
tr|Q9DC36|Q9DC36_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Flot2 PE=2 SV=1;sp|Q60634|FLOT2_MOUSE Flotillin-2 OS=Mus musculus GN=Flot2 PE=1 SV=2;tr|Q8CDE0|Q8CDE0_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Flot2 PE=2 SV=1;tr|Q3	982890	987770	1108400	1215800	1205000	981600	1014900	1035000	969470	906730
tr|F8WI90|F8WI90_MOUSE Tyrosine-protein kinase OS=Mus musculus GN=Src PE=1 SV=1;sp|P05480|SRC_MOUSE Neuronal proto-oncogene tyrosine-protein kinase Src OS=Mus musculus GN=Src PE=1 SV=4;tr|Q3UKD6|Q3UKD6_MOUSE Tyrosine-protein kinase OS=Mus musculus GN=Src P	1128100	1144000	1160900	1170000	1246200	983910	922240	1147800	1032200	513660
tr|Q9D689|Q9D689_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Hip1r PE=2 SV=1;tr|Q6ZQ77|Q6ZQ77_MOUSE MKIAA0655 protein (Fragment) OS=Mus musculus GN=Hip1r PE=2 SV=1;sp|Q9JKY5|HIP1R_MOUSE Huntingtin-interacting protein 1-related protein OS=Mus 	1102800	1163100	1229700	1152200	1229700	1007700	891310	1141200	1005900	524030
tr|Q3TG37|Q3TG37_MOUSE Na(+)/H(+) exchange regulatory cofactor NHE-RF OS=Mus musculus GN=Slc9a3r1 PE=2 SV=1;sp|P70441|NHRF1_MOUSE Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Mus musculus GN=Slc9a3r1 PE=1 SV=3	1004600	900180	1005800	1318000	1154100	914440	1193700	935610	953620	736840
"sp|Q9D0M5|DYL2_MOUSE Dynein light chain 2, cytoplasmic OS=Mus musculus GN=Dynll2 PE=1 SV=1;tr|D6RIN4|D6RIN4_MOUSE Dynein light chain 2, cytoplasmic OS=Mus musculus GN=Dynll2 PE=1 SV=1"	971920	1083200	1075000	1279900	1176800	929390	1012200	981260	927410	704920
"sp|Q3V3R1|C1TM_MOUSE Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Mus musculus GN=Mthfd1l PE=1 SV=2"	1120100	1201900	1160600	1194400	1178700	999100	904190	1184400	1020600	596060
tr|E9PYH0|E9PYH0_MOUSE Versican core protein OS=Mus musculus GN=Vcan PE=1 SV=1;sp|Q62059|CSPG2_MOUSE Versican core protein OS=Mus musculus GN=Vcan PE=1 SV=2;tr|E9QMK2|E9QMK2_MOUSE Versican core protein OS=Mus musculus GN=Vcan PE=1 SV=1;sp|Q62059-3|CSPG2_MO	1044400	937410	1072200	1253000	1231000	884410	1001300	955790	895570	466440
sp|Q9Z2Y3|HOME1_MOUSE Homer protein homolog 1 OS=Mus musculus GN=Homer1 PE=1 SV=2;sp|Q9Z2Y3-3|HOME1_MOUSE Isoform 3 of Homer protein homolog 1 OS=Mus musculus GN=Homer1;sp|Q9Z2Y3-2|HOME1_MOUSE Isoform 2 of Homer protein homolog 1 OS=Mus musculus GN=Homer1;	990920	945620	1026200	1282000	1124800	959600	1101600	930530	940750	925890
"sp|Q8BP47|SYNC_MOUSE Asparagine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Nars PE=1 SV=2"	1063300	1210000	1198300	1097500	1302900	963440	925380	1131100	958880	1100400
sp|Q8CJ40-3|CROCC_MOUSE Isoform 3 of Rootletin OS=Mus musculus GN=Crocc;sp|Q8CJ40|CROCC_MOUSE Rootletin OS=Mus musculus GN=Crocc PE=1 SV=2	918040	821340	969890	1238400	1145800	976830	743130	990270	957020	628680
tr|Q80XD3|Q80XD3_MOUSE Regulator of G-protein-signaling 7 OS=Mus musculus GN=Rgs7 PE=1 SV=1	1183400	1180800	1152200	1131600	1226200	998510	880380	1197800	1051200	985990
sp|Q91VR5|DDX1_MOUSE ATP-dependent RNA helicase DDX1 OS=Mus musculus GN=Ddx1 PE=1 SV=1;tr|Q922B8|Q922B8_MOUSE DEAD (Asp-Glu-Ala-Asp) box polypeptide 1 OS=Mus musculus GN=Ddx1 PE=2 SV=1;tr|Q3V1Z7|Q3V1Z7_MOUSE Putative uncharacterized protein OS=Mus musculus	1121700	1143000	1174300	1101100	1308800	945520	894610	1175100	1003700	747700
tr|Q542H2|Q542H2_MOUSE Proteasome subunit alpha type OS=Mus musculus GN=Psma7 PE=1 SV=1;tr|Q3TN31|Q3TN31_MOUSE Proteasome subunit alpha type OS=Mus musculus GN=Psma7 PE=2 SV=1;sp|Q9Z2U0|PSA7_MOUSE Proteasome subunit alpha type-7 OS=Mus musculus GN=Psma7 PE	1186300	1029500	1110500	1226600	1137900	986910	866650	1095300	935610	648370
tr|Q3TPJ8|Q3TPJ8_MOUSE Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus GN=Dync1i2 PE=1 SV=1;tr|A2BFF7|A2BFF7_MOUSE Dynein cytoplasmic 1 intermediate chain 2 OS=Mus musculus GN=Dync1i2 PE=1 SV=1;tr|A2BFF9|A2BFF9_MOUSE Cytoplasmic dynein 1 intermed	1099900	1080100	1132200	1172700	1218200	959390	951600	1150700	1014800	420040
sp|Q8K212|PACS1_MOUSE Phosphofurin acidic cluster sorting protein 1 OS=Mus musculus GN=Pacs1 PE=1 SV=2;tr|Q3TAB8|Q3TAB8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Pacs1 PE=2 SV=1;tr|Q3TP27|Q3TP27_MOUSE Putative uncharacterized protein (Fragm	1154800	1163000	1121000	1156500	1166300	1020900	864600	1156500	1008400	700470
sp|Q8R050-2|ERF3A_MOUSE Isoform 2 of Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Mus musculus GN=Gspt1;sp|Q8R050|ERF3A_MOUSE Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Mus musculus GN=Gspt1 PE=1 SV=2;tr|Q8	1069600	1095600	1131500	1146600	1238400	956430	925040	1109400	981280	639570
sp|Q3UGY8|BIG3_MOUSE Brefeldin A-inhibited guanine nucleotide-exchange protein 3 OS=Mus musculus GN=Arfgef3 PE=1 SV=1;tr|A0A1N9M5I8|A0A1N9M5I8_MOUSE Brefeldin A-inhibited guanine nucleotide-exchange protein 3 OS=Mus musculus GN=Arfgef3 PE=1 SV=1	1163700	1209300	1180800	1119800	1211600	1008200	877030	1231500	1010500	613250
tr|Q3UHC4|Q3UHC4_MOUSE Kinesin-like protein OS=Mus musculus GN=Kif3b PE=1 SV=1;tr|Q80U27|Q80U27_MOUSE Kinesin-like protein (Fragment) OS=Mus musculus GN=Kif3b PE=2 SV=1;sp|Q61771|KIF3B_MOUSE Kinesin-like protein KIF3B OS=Mus musculus GN=Kif3b PE=1 SV=1;tr|	1061800	1095500	1118800	1144700	1209100	981520	893120	1106700	967880	530320
sp|Q9QZQ8|H2AY_MOUSE Core histone macro-H2A.1 OS=Mus musculus GN=H2afy PE=1 SV=3;sp|Q9QZQ8-2|H2AY_MOUSE Isoform 1 of Core histone macro-H2A.1 OS=Mus musculus GN=H2afy	1082000	1199600	972490	925490	1475000	926970	823160	1280300	1099200	403930
"sp|Q9WUM5|SUCA_MOUSE Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Mus musculus GN=Suclg1 PE=1 SV=4"	1119000	1182400	1146100	1141800	1211000	971600	824580	1083900	862900	466510
tr|Q3THB3|Q3THB3_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Hnrnpm PE=1 SV=1;sp|Q9D0E1-2|HNRPM_MOUSE Isoform 2 of Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus GN=Hnrnpm;sp|Q9D0E1|HNRPM_MOUSE Heterogeneous nuclear ribonucleoprote	1019800	913170	969650	1194100	1169800	956060	889140	999560	938100	1034500
sp|Q9Z1L5|CA2D3_MOUSE Voltage-dependent calcium channel subunit alpha-2/delta-3 OS=Mus musculus GN=Cacna2d3 PE=1 SV=1	1078000	992230	1109800	1185400	1208500	923970	973920	1069500	986810	773460
"tr|Q0PD65|Q0PD65_MOUSE RAB2, member RAS oncogene family OS=Mus musculus GN=Rab2a PE=1 SV=1;sp|P53994|RAB2A_MOUSE Ras-related protein Rab-2A OS=Mus musculus GN=Rab2a PE=1 SV=1;tr|Q8BXY4|Q8BXY4_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Rab2a "	1031500	1018700	1066400	1192900	1137900	982730	868780	1069600	940080	833540
sp|Q80YA9|CNKR2_MOUSE Connector enhancer of kinase suppressor of ras 2 OS=Mus musculus GN=Cnksr2 PE=1 SV=1;tr|A2AI78|A2AI78_MOUSE Connector enhancer of kinase suppressor of ras 2 OS=Mus musculus GN=Cnksr2 PE=1 SV=1	1096400	1223900	1168500	1139300	1257100	915990	916910	1101800	959010	511230
tr|Q8CBB7|Q8CBB7_MOUSE AP-1 complex subunit gamma-1 OS=Mus musculus GN=Ap1g1 PE=1 SV=1;tr|Q3UKX8|Q3UKX8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ap1g1 PE=2 SV=1;sp|P22892|AP1G1_MOUSE AP-1 complex subunit gamma-1 OS=Mus musculus GN=Ap1g1 PE	1084900	1111900	1065500	1131700	1220400	956800	831620	1105300	1060300	643430
"tr|Q7TSZ3|Q7TSZ3_MOUSE Leucyl-tRNA synthetase OS=Mus musculus GN=Lars PE=2 SV=1;sp|Q8BMJ2|SYLC_MOUSE Leucine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Lars PE=1 SV=2"	1122300	1221000	1193900	1085800	1225800	989760	802900	1191500	973110	555730
sp|Q9CPQ1|COX6C_MOUSE Cytochrome c oxidase subunit 6C OS=Mus musculus GN=Cox6c PE=1 SV=3	1216300	1012000	1085100	1097500	1194600	1000300	1001700	1113100	1047000	1722100
sp|P70232|NCHL1_MOUSE Neural cell adhesion molecule L1-like protein OS=Mus musculus GN=Chl1 PE=1 SV=2	958070	913670	1013000	1215900	1107200	968940	1157000	1262900	1160100	591670
tr|Q922A2|Q922A2_MOUSE Annexin OS=Mus musculus GN=Anxa7 PE=2 SV=1;tr|Q3TJ49|Q3TJ49_MOUSE Annexin OS=Mus musculus GN=Anxa7 PE=2 SV=1;sp|Q07076|ANXA7_MOUSE Annexin A7 OS=Mus musculus GN=Anxa7 PE=1 SV=2;tr|Q8BP75|Q8BP75_MOUSE Annexin OS=Mus musculus GN=Anxa7 	1054000	976540	1045900	1162600	1146500	981630	960790	1048500	984170	804540
sp|Q06138|CAB39_MOUSE Calcium-binding protein 39 OS=Mus musculus GN=Cab39 PE=1 SV=2;tr|Q8K312|Q8K312_MOUSE Cab39 protein (Fragment) OS=Mus musculus GN=Cab39 PE=2 SV=1	1117800	1062500	1094500	1177500	1173600	938660	986410	1084800	1009400	444560
sp|Q9D4H1|EXOC2_MOUSE Exocyst complex component 2 OS=Mus musculus GN=Exoc2 PE=1 SV=1;tr|Q8K2J3|Q8K2J3_MOUSE Exoc2 protein (Fragment) OS=Mus musculus GN=Exoc2 PE=2 SV=1	1105100	1211000	1151000	1112100	1226900	949970	864810	1173800	964320	445760
sp|Q0VE82|CPNE7_MOUSE Copine-7 OS=Mus musculus GN=Cpne7 PE=1 SV=1	936820	983950	1062200	1151900	991990	1141900	795160	1020100	849670	734550
sp|Q8BVI4|DHPR_MOUSE Dihydropteridine reductase OS=Mus musculus GN=Qdpr PE=1 SV=2;tr|A0A0G2JGJ1|A0A0G2JGJ1_MOUSE Dihydropteridine reductase OS=Mus musculus GN=Qdpr PE=1 SV=1;tr|D3YWR7|D3YWR7_MOUSE Dihydropteridine reductase OS=Mus musculus GN=Qdpr PE=1 SV=	1019300	1063000	1092800	1167200	1260600	852720	910360	1010900	852970	425880
tr|Q8BH80|Q8BH80_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Vapb PE=1 SV=1;sp|Q9QY76|VAPB_MOUSE Vesicle-associated membrane protein-associated protein B OS=Mus musculus GN=Vapb PE=1 SV=3;tr|Q3TU78|Q3TU78_MOUSE Putative uncharacterized protei	1048600	997700	1077600	1224400	1099200	956280	950650	1081900	976690	540890
tr|Q548W7|Q548W7_MOUSE Diazepam binding inhibitor OS=Mus musculus GN=Dbi PE=1 SV=1;sp|P31786|ACBP_MOUSE Acyl-CoA-binding protein OS=Mus musculus GN=Dbi PE=1 SV=2;tr|Q4VWZ5|Q4VWZ5_MOUSE Acyl-CoA-binding protein OS=Mus musculus GN=Dbi PE=1 SV=1;tr|M0QWU8|M0Q	923210	869070	1073100	1385000	1165900	722480	1047900	841300	868670	452460
tr|Q545L9|Q545L9_MOUSE Protein-L-isoaspartate O-methyltransferase OS=Mus musculus GN=Pcmt1 PE=2 SV=1;tr|F7D432|F7D432_MOUSE Protein-L-isoaspartate O-methyltransferase (Fragment) OS=Mus musculus GN=Pcmt1 PE=1 SV=1;tr|E9PWE0|E9PWE0_MOUSE Protein-L-isoasparta	952240	960720	1027500	1248000	1131900	892110	1080500	960930	975120	393910
sp|Q91VW3|SH3L3_MOUSE SH3 domain-binding glutamic acid-rich-like protein 3 OS=Mus musculus GN=Sh3bgrl3 PE=1 SV=1	981150	979270	1026600	1314200	1120700	829620	1073000	904760	913960	521240
tr|Q3UA17|Q3UA17_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Mtch2 PE=2 SV=1;sp|Q791V5|MTCH2_MOUSE Mitochondrial carrier homolog 2 OS=Mus musculus GN=Mtch2 PE=1 SV=1;tr|A2AFW6|A2AFW6_MOUSE Mitochondrial carrier homolog 2 OS=Mus musculus GN=Mt	1108300	1181600	1077800	1109200	1187800	967280	821280	1171800	975320	472970
"sp|Q9JHI5|IVD_MOUSE Isovaleryl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Ivd PE=1 SV=1"	1130400	972490	1083000	1127800	1104400	1018300	934850	1133600	1032600	398060
"tr|Q3USE0|Q3USE0_MOUSE Exocyst complex component 7, isoform CRA_b OS=Mus musculus GN=Exoc7 PE=2 SV=1;sp|O35250|EXOC7_MOUSE Exocyst complex component 7 OS=Mus musculus GN=Exoc7 PE=1 SV=2;tr|Q69ZS4|Q69ZS4_MOUSE MKIAA1067 protein (Fragment) OS=Mus musculus GN"	1092200	1170600	1137700	1122100	1199100	928920	873340	1107600	960900	437780
tr|Q7TMG8|Q7TMG8_MOUSE Glioblastoma amplified sequence OS=Mus musculus GN=Nipsnap2 PE=1 SV=1;tr|Q3TD78|Q3TD78_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Nipsnap2 PE=2 SV=1;sp|O55126|NIPS2_MOUSE Protein NipSnap homolog 2 OS=Mus musculus GN=Ni	1115000	1124800	1124900	1091000	1193600	960770	874190	1191800	988170	779710
sp|P97492|RGS14_MOUSE Regulator of G-protein signaling 14 OS=Mus musculus GN=Rgs14 PE=1 SV=2	1075100	934270	990200	1143500	1243400	856340	894200	994780	875660	480660
sp|P59281-2|RHG39_MOUSE Isoform 2 of Rho GTPase-activating protein 39 OS=Mus musculus GN=Arhgap39;tr|H7BX46|H7BX46_MOUSE Rho GTPase-activating protein 39 OS=Mus musculus GN=Arhgap39 PE=1 SV=1;sp|P59281|RHG39_MOUSE Rho GTPase-activating protein 39 OS=Mus mu	1195800	1252300	1126300	1109100	1205500	928100	825800	1140200	944040	616680
tr|E9Q3Q6|E9Q3Q6_MOUSE CD166 antigen OS=Mus musculus GN=Alcam PE=1 SV=1;tr|Q54AJ5|Q54AJ5_MOUSE MuSC OS=Mus musculus GN=Alcam PE=1 SV=1;sp|Q61490|CD166_MOUSE CD166 antigen OS=Mus musculus GN=Alcam PE=1 SV=3;tr|E9Q4G8|E9Q4G8_MOUSE CD166 antigen OS=Mus muscul	976350	834100	962470	1187000	1049600	1004300	1104100	1021500	1084700	514350
"tr|Q3UDY1|Q3UDY1_MOUSE MCG6067, isoform CRA_b OS=Mus musculus GN=Akr1b3 PE=1 SV=1;sp|P45376|ALDR_MOUSE Aldose reductase OS=Mus musculus GN=Akr1b1 PE=1 SV=3;tr|Q3TCL2|Q3TCL2_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Akr1b3 PE=2 SV"	1176400	1111100	1079200	1111500	1154200	971200	801340	1179900	978470	552700
sp|Q99LF4|RTCB_MOUSE tRNA-splicing ligase RtcB homolog OS=Mus musculus GN=Rtcb PE=1 SV=1;tr|Q3TJ01|Q3TJ01_MOUSE tRNA-splicing ligase RtcB homolog OS=Mus musculus GN=Rtcb PE=2 SV=1	1064900	1038900	1091000	1061300	1218700	956370	819390	1107300	996590	442250
sp|O35864|CSN5_MOUSE COP9 signalosome complex subunit 5 OS=Mus musculus GN=Cops5 PE=1 SV=3;tr|Q3V0K7|Q3V0K7_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Cops5 PE=2 SV=1	1038900	1020600	1068500	1157600	1142300	936050	888350	1087000	965450	874400
sp|P68040|RACK1_MOUSE Receptor of activated protein C kinase 1 OS=Mus musculus GN=Rack1 PE=1 SV=3	1112400	1162000	1126900	1050600	1222500	961560	797050	1111000	945990	515500
sp|Q9DBR7|MYPT1_MOUSE Protein phosphatase 1 regulatory subunit 12A OS=Mus musculus GN=Ppp1r12a PE=1 SV=2;sp|Q9DBR7-2|MYPT1_MOUSE Isoform 2 of Protein phosphatase 1 regulatory subunit 12A OS=Mus musculus GN=Ppp1r12a;tr|Q3TS88|Q3TS88_MOUSE Putative uncharact	919570	928280	1019600	1212300	1157100	861570	1095800	894180	919790	473000
tr|Q4FJX4|Q4FJX4_MOUSE Csrp1 protein OS=Mus musculus GN=Csrp1 PE=1 SV=1;sp|P97315|CSRP1_MOUSE Cysteine and glycine-rich protein 1 OS=Mus musculus GN=Csrp1 PE=1 SV=3	1151900	1114800	1099800	1192700	1205100	826110	941370	963990	845370	356370
